Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Current (A)	Q	DC Resistance (ohm)	Tolerance	Core Material	Price												
L	1.425000e-008	1.500000e-008	1.575000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-1584-1-ND	MLK0603L15NJT000	TDK Corporation	1.500000e-001	6 @ 300MHz	1.100000e+000	±5%	Ceramic	0.08000												
L	2.090000e-008	2.200000e-008	2.310000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-1586-1-ND	MLK0603L22NJT000	TDK Corporation	1.000000e-001	6 @ 300MHz	1.600000e+000	±5%	Ceramic	0.08000												
L	2.100000e-009	2.400000e-009	2.700000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3092-1-ND	MLG0603S2N4ST000	TDK Corporation	3.000000e-001	4 @ 100MHz	2.500000e-001	±0.3nH	Ceramic	0.08000												
L	3.135000e-008	3.300000e-008	3.465000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3113-1-ND	MLG0603S33NJT000	TDK Corporation	1.000000e-001	6 @ 100MHz	1.800000e+000	±5%	Ceramic	0.08000												
L	9.500000e-008	1.000000e-007	1.050000e-007	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3119-1-ND	MLG0603SR10JT000	TDK Corporation	5.000000e-002	5 @ 100MHz	4.500000e+000	±5%	Ceramic	0.08000												
L	1.000000e-010	3.000000e-010	5.000000e-010	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6292-1-ND	MLG0603S0N3CT000	TDK Corporation	6.000000e-001	-	1.000000e-001	±0.2nH	Ceramic	0.08000												
L	2.000000e-010	4.000000e-010	6.000000e-010	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6293-1-ND	MLG0603S0N4CT000	TDK Corporation	6.000000e-001	-	1.000000e-001	±0.2nH	Ceramic	0.08000												
L	2.280000e-008	2.400000e-008	2.520000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6296-1-ND	MLG0603S24NJT000	TDK Corporation	1.500000e-001	6 @ 100MHz	1.300000e+000	±5%	Ceramic	0.08000												
L	4.845000e-008	5.100000e-008	5.355000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6300-1-ND	MLG0603S51NJT000	TDK Corporation	5.000000e-002	5 @ 100MHz	2.800000e+000	±5%	Ceramic	0.08000												
L	8.000000e-010	1.100000e-009	1.400000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-6338-1-ND	MLK0603L1N1ST000	TDK Corporation	3.000000e-001	6 @ 300MHz	2.200000e-001	±0.3nH	Ceramic	0.08000												
L	2.565000e-008	2.700000e-008	2.835000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-6341-1-ND	MLK0603L27NJT000	TDK Corporation	1.000000e-001	6 @ 300MHz	1.700000e+000	±5%	Ceramic	0.08000												
L	3.300000e-009	3.600000e-009	3.900000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-6346-1-ND	MLK0603L3N6ST000	TDK Corporation	2.000000e-001	6 @ 300MHz	4.500000e-001	±0.3nH	Ceramic	0.08000												
L	5.900000e-009	6.200000e-009	6.500000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-6349-1-ND	MLK0603L6N2ST000	TDK Corporation	2.000000e-001	6 @ 300MHz	6.500000e-001	±0.3nH	Ceramic	0.08000												
L	8.645000e-009	9.100000e-009	9.555000e-009	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-6351-1-ND	MLK0603L9N1JT000	TDK Corporation	2.000000e-001	6 @ 300MHz	8.000000e-001	±5%	Ceramic	0.08000												
L	7.790000e-009	8.200000e-009	8.610000e-009	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7824-1-ND	MLG0603P8N2JT000	TDK Corporation	2.500000e-001	14 @ 500MHz	8.500000e-001	±5%	-	0.12000												
L	1.140000e-007	1.200000e-007	1.260000e-007	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7839-1-ND	MLG0603PR12JT000	TDK Corporation	8.000000e-002	9 @ 300MHz	5.000000e+000	±5%	-	0.12000												
L	2.100000e-009	2.400000e-009	2.700000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7811-1-ND	MLG0603P2N4ST000	TDK Corporation	5.000000e-001	14 @ 500MHz	2.000000e-001	±0.3nH	-	0.12000												
L	3.705000e-008	3.900000e-008	4.095000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7833-1-ND	MLG0603P39NJT000	TDK Corporation	1.200000e-001	10 @ 300MHz	2.400000e+000	±5%	-	0.12000												
L	5.000000e-010	7.000000e-010	9.000000e-010	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7799-1-ND	MLG0603P0N7CT000	TDK Corporation	1.000000e+000	-	6.000000e-002	±0.2nH	-	0.12000												
L	6.000000e-010	8.000000e-010	1.000000e-009	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7800-1-ND	MLG0603P0N8CT000	TDK Corporation	1.000000e+000	-	6.000000e-002	±0.2nH	-	0.12000												
L	7.000000e-010	9.000000e-010	1.100000e-009	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7801-1-ND	MLG0603P0N9CT000	TDK Corporation	1.000000e+000	-	6.000000e-002	±0.2nH	-	0.12000												
L	8.000000e-010	1.000000e-009	1.200000e-009	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7802-1-ND	MLG0603P1N0C	TDK Corporation	1.000000e+000	14 @ 500MHz	7.000000e-002	±0.2nH	-	0.12000												
L	9.000000e-010	1.200000e-009	1.500000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7804-1-ND	MLG0603P1N2ST000	TDK Corporation	8.000000e-001	14 @ 500MHz	8.000000e-002	±0.3nH	-	0.12000												
L	1.500000e-009	1.800000e-009	2.100000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7808-1-ND	MLG0603P1N8ST000	TDK Corporation	7.000000e-001	14 @ 500MHz	1.000000e-001	±0.3nH	-	0.12000												
L	2.400000e-009	2.700000e-009	3.000000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7812-1-ND	MLG0603P2N7ST000	TDK Corporation	5.000000e-001	14 @ 500MHz	2.000000e-001	±0.3nH	-	0.12000												
L	4.400000e-009	4.700000e-009	5.000000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7818-1-ND	MLG0603P4N7ST000	TDK Corporation	3.500000e-001	14 @ 500MHz	4.000000e-001	±0.3nH	-	0.12000												
L	5.300000e-009	5.600000e-009	5.900000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7820-1-ND	MLG0603P5N6ST000	TDK Corporation	3.500000e-001	14 @ 500MHz	4.000000e-001	±0.3nH	-	0.12000												
L	1.425000e-008	1.500000e-008	1.575000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7828-1-ND	MLG0603P15NJT000	TDK Corporation	2.500000e-001	14 @ 500MHz	1.200000e+000	±5%	-	0.12000												
L	1.710000e-008	1.800000e-008	1.890000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7829-1-ND	MLG0603P18NJT000	TDK Corporation	2.000000e-001	14 @ 500MHz	1.400000e+000	±5%	-	0.12000												
L	4.465000e-008	4.700000e-008	4.935000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7834-1-ND	MLG0603P47NJT000	TDK Corporation	1.100000e-001	10 @ 300MHz	2.900000e+000	±5%	-	0.12000												
L	5.320000e-008	5.600000e-008	5.880000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7835-1-ND	MLG0603P56NJT000	TDK Corporation	1.000000e-001	10 @ 300MHz	3.500000e+000	±5%	-	0.12000												
L	6.460000e-008	6.800000e-008	7.140000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7836-1-ND	MLG0603P68NJT000	TDK Corporation	1.000000e-001	9 @ 300MHz	3.500000e+000	±5%	-	0.12000												
L	9.500000e-008	1.000000e-007	1.050000e-007	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7838-1-ND	MLG0603PR10JT000	TDK Corporation	8.000000e-002	9 @ 300MHz	4.500000e+000	±5%	-	0.12000												
L	4.000000e-010	6.000000e-010	8.000000e-010	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-3120-1-ND	MLG0603Q0N6C	TDK Corporation	6.000000e-001	-	1.000000e-001	±0.2nH	Ceramic	0.27000												
L	1.000000e-009	1.300000e-009	1.600000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3086-1-ND	MLG0603S1N3ST000	TDK Corporation	5.500000e-001	4 @ 100MHz	1.500000e-001	±0.3nH	Ceramic	0.08000												
L	3.600000e-009	3.900000e-009	4.200000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3097-1-ND	MLG0603S3N9ST000	TDK Corporation	3.000000e-001	5 @ 100MHz	4.000000e-001	±0.3nH	Ceramic	0.08000												
L	5.300000e-009	5.600000e-009	5.900000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3101-1-ND	MLG0603S5N6ST000	TDK Corporation	2.500000e-001	5 @ 100MHz	5.000000e-001	±0.3nH	Ceramic	0.08000												
L	1.710000e-008	1.800000e-008	1.890000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3110-1-ND	MLG0603S18NJT000	TDK Corporation	1.500000e-001	6 @ 100MHz	1.200000e+000	±5%	Ceramic	0.08000												
L	2.090000e-008	2.200000e-008	2.310000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3111-1-ND	MLG0603S22NJT000	TDK Corporation	1.500000e-001	6 @ 100MHz	1.200000e+000	±5%	Ceramic	0.08000												
L	1.200000e-009	1.500000e-009	1.800000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3087-1-ND	MLG0603S1N5ST000	TDK Corporation	5.500000e-001	4 @ 100MHz	1.500000e-001	±0.3nH	Ceramic	0.08000												
L	7.790000e-009	8.200000e-009	8.610000e-009	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3105-1-ND	MLG0603S8N2JT000	TDK Corporation	2.000000e-001	5 @ 100MHz	7.000000e-001	±5%	Ceramic	0.08000												
L	1.900000e-008	2.000000e-008	2.100000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6295-1-ND	MLG0603S20NJT000	TDK Corporation	1.500000e-001	6 @ 100MHz	1.200000e+000	±5%	Ceramic	0.08000												
L	2.850000e-008	3.000000e-008	3.150000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6297-1-ND	MLG0603S30NJT000	TDK Corporation	1.000000e-001	6 @ 100MHz	1.600000e+000	±5%	Ceramic	0.08000												
L	3.420000e-008	3.600000e-008	3.780000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6298-1-ND	MLG0603S36NJT000	TDK Corporation	5.000000e-002	6 @ 100MHz	2.000000e+000	±5%	Ceramic	0.08000												
L	4.085000e-008	4.300000e-008	4.515000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6299-1-ND	MLG0603S43NJT000	TDK Corporation	5.000000e-002	6 @ 100MHz	2.200000e+000	±5%	Ceramic	0.08000												
L	5.890000e-008	6.200000e-008	6.510000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6301-1-ND	MLG0603S62NJT000	TDK Corporation	5.000000e-002	5 @ 100MHz	3.300000e+000	±5%	Ceramic	0.08000												
L	7.125000e-008	7.500000e-008	7.875000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6302-1-ND	MLG0603S75NJT000	TDK Corporation	5.000000e-002	5 @ 100MHz	3.800000e+000	±5%	Ceramic	0.08000												
L	8.645000e-008	9.100000e-008	9.555000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6303-1-ND	MLG0603S91NJT000	TDK Corporation	5.000000e-002	5 @ 100MHz	4.300000e+000	±5%	Ceramic	0.08000												
L	1.000000e-009	1.300000e-009	1.600000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-6339-1-ND	MLK0603L1N3ST000	TDK Corporation	3.000000e-001	6 @ 300MHz	2.400000e-001	±0.3nH	Ceramic	0.08000												
L	1.300000e-009	1.600000e-009	1.900000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-6340-1-ND	MLK0603L1N6ST000	TDK Corporation	3.000000e-001	6 @ 300MHz	2.700000e-001	±0.3nH	Ceramic	0.08000												
L	2.100000e-009	2.400000e-009	2.700000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-6343-1-ND	MLK0603L2N4ST000	TDK Corporation	3.000000e-001	6 @ 300MHz	3.500000e-001	±0.3nH	Ceramic	0.08000												
L	2.700000e-009	3.000000e-009	3.300000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-6345-1-ND	MLK0603L3N0ST000	TDK Corporation	2.000000e-001	6 @ 300MHz	4.000000e-001	±0.3nH	Ceramic	0.08000												
L	2.565000e-008	2.700000e-008	2.835000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7831-1-ND	MLG0603P27NJT000	TDK Corporation	1.400000e-001	14 @ 500MHz	2.100000e+000	±5%	-	0.12000												
L	4.000000e-010	6.000000e-010	8.000000e-010	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7798-1-ND	MLG0603P0N6CT000	TDK Corporation	1.000000e+000	-	6.000000e-002	±0.2nH	-	0.12000												
L	8.000000e-010	1.100000e-009	1.400000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7803-1-ND	MLG0603P1N1ST000	TDK Corporation	1.000000e+000	14 @ 500MHz	7.000000e-002	±0.3nH	-	0.12000												
L	1.000000e-009	1.300000e-009	1.600000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7805-1-ND	MLG0603P1N3ST000	TDK Corporation	8.000000e-001	14 @ 500MHz	8.000000e-002	±0.3nH	-	0.12000												
L	1.200000e-009	1.500000e-009	1.800000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7806-1-ND	MLG0603P1N5ST000	TDK Corporation	8.000000e-001	14 @ 500MHz	1.000000e-001	±0.3nH	-	0.12000												
L	1.300000e-009	1.600000e-009	1.900000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7807-1-ND	MLG0603P1N6ST000	TDK Corporation	7.000000e-001	14 @ 500MHz	1.000000e-001	±0.3nH	-	0.12000												
L	1.700000e-009	2.000000e-009	2.300000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7809-1-ND	MLG0603P2N0ST000	TDK Corporation	6.000000e-001	14 @ 500MHz	1.000000e-001	±0.3nH	-	0.12000												
L	1.900000e-009	2.200000e-009	2.500000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7810-1-ND	MLG0603P2N2ST000	TDK Corporation	6.000000e-001	14 @ 500MHz	1.000000e-001	±0.3nH	-	0.12000												
L	2.700000e-009	3.000000e-009	3.300000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7813-1-ND	MLG0603P3N0ST000	TDK Corporation	4.500000e-001	14 @ 500MHz	2.000000e-001	±0.3nH	-	0.12000												
L	3.000000e-009	3.300000e-009	3.600000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7814-1-ND	MLG0603P3N3ST000	TDK Corporation	4.500000e-001	14 @ 500MHz	2.000000e-001	±0.3nH	-	0.12000												
L	3.300000e-009	3.600000e-009	3.900000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7815-1-ND	MLG0603P3N6ST000	TDK Corporation	4.000000e-001	14 @ 500MHz	2.000000e-001	±0.3nH	-	0.12000												
L	3.600000e-009	3.900000e-009	4.200000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7816-1-ND	MLG0603P3N9ST000	TDK Corporation	4.000000e-001	14 @ 500MHz	3.000000e-001	±0.3nH	-	0.12000												
L	4.000000e-009	4.300000e-009	4.600000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7817-1-ND	MLG0603P4N3ST000	TDK Corporation	3.500000e-001	14 @ 500MHz	4.000000e-001	±0.3nH	-	0.12000												
L	4.800000e-009	5.100000e-009	5.400000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7819-1-ND	MLG0603P5N1ST000	TDK Corporation	3.500000e-001	14 @ 500MHz	4.000000e-001	±0.3nH	-	0.12000												
L	5.900000e-009	6.200000e-009	6.500000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7821-1-ND	MLG0603P6N2ST000	TDK Corporation	3.000000e-001	14 @ 500MHz	7.000000e-001	±0.3nH	-	0.12000												
L	6.460000e-009	6.800000e-009	7.140000e-009	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7822-1-ND	MLG0603P6N8JT000	TDK Corporation	3.000000e-001	14 @ 500MHz	7.500000e-001	±5%	-	0.12000												
L	7.125000e-009	7.500000e-009	7.875000e-009	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7823-1-ND	MLG0603P7N5JT000	TDK Corporation	3.000000e-001	14 @ 500MHz	8.000000e-001	±5%	-	0.12000												
L	8.645000e-009	9.100000e-009	9.555000e-009	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7825-1-ND	MLG0603P9N1JT000	TDK Corporation	2.500000e-001	14 @ 500MHz	9.000000e-001	±5%	-	0.12000												
L	9.500000e-009	1.000000e-008	1.050000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7826-1-ND	MLG0603P10NJT000	TDK Corporation	2.500000e-001	14 @ 500MHz	9.500000e-001	±5%	-	0.12000												
L	2.090000e-008	2.200000e-008	2.310000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7830-1-ND	MLG0603P22NJT000	TDK Corporation	1.500000e-001	14 @ 500MHz	1.900000e+000	±5%	-	0.12000												
L	3.135000e-008	3.300000e-008	3.465000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7832-1-ND	MLG0603P33NJT000	TDK Corporation	1.300000e-001	10 @ 300MHz	2.200000e+000	±5%	-	0.12000												
L	7.790000e-008	8.200000e-008	8.610000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg_03.pdf	445-7837-1-ND	MLG0603P82NJT000	TDK Corporation	8.000000e-002	9 @ 300MHz	4.000000e+000	±5%	-	0.12000												
L	6.000000e-010	8.000000e-010	1.000000e-009	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-3122-1-ND	MLG0603Q0N8C	TDK Corporation	6.000000e-001	-	1.000000e-001	±0.2nH	Ceramic	0.27000												
L	1.000000e-010	3.000000e-010	5.000000e-010	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-6251-1-ND	MLG0603Q0N3C	TDK Corporation	6.000000e-001	-	1.000000e-001	±0.2nH	Ceramic	0.27000												
L	3.000000e-010	5.000000e-010	7.000000e-010	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-6253-1-ND	MLG0603Q0N5C	TDK Corporation	6.000000e-001	-	1.000000e-001	±0.2nH	Ceramic	0.27000												
L	2.000000e-010	4.000000e-010	6.000000e-010	-2.000000e-010	2.000000e-010	0	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-6252-1-ND	MLG0603Q0N4C	TDK Corporation	6.000000e-001	-	1.000000e-001	±0.2nH	Ceramic	0.27000												
L	1.045000e-008	1.100000e-008	1.155000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-6254-1-ND	MLG0603Q11NJ	TDK Corporation	2.000000e-001	6 @ 100MHz	8.000000e-001	±5%	Ceramic	0.27000												
L	1.235000e-008	1.300000e-008	1.365000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-6255-1-ND	MLG0603Q13NJ	TDK Corporation	1.800000e-001	6 @ 100MHz	1.000000e+000	±5%	Ceramic	0.27000												
L	1.520000e-008	1.600000e-008	1.680000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-6256-1-ND	MLG0603Q16NJ	TDK Corporation	1.800000e-001	6 @ 100MHz	1.100000e+000	±5%	Ceramic	0.27000												
L	1.100000e-009	1.400000e-009	1.700000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-6258-1-ND	MLG0603Q1N4S	TDK Corporation	5.500000e-001	5 @ 100MHz	1.500000e-001	±0.3nH	Ceramic	0.27000												
L	1.400000e-009	1.700000e-009	2.000000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-6259-1-ND	MLG0603Q1N7S	TDK Corporation	5.000000e-001	5 @ 100MHz	2.000000e-001	±0.3nH	Ceramic	0.27000												
L	1.600000e-009	1.900000e-009	2.200000e-009	-3.000000e-010	3.000000e-010	0	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-6260-1-ND	MLG0603Q1N9S	TDK Corporation	5.000000e-001	5 @ 100MHz	2.000000e-001	±0.3nH	Ceramic	0.27000												
L	2.280000e-008	2.400000e-008	2.520000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-6263-1-ND	MLG0603Q24NJ	TDK Corporation	1.500000e-001	6 @ 100MHz	1.300000e+000	±5%	Ceramic	0.27000												
L	2.565000e-008	2.700000e-008	2.835000e-008	-5.000000e-002	5.000000e-002	2	0201 (0603 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf	445-6264-1-ND	MLG0603Q27NJ	TDK Corporation	1.000000e-001	6 @ 100MHz	1.500000e+000	±5%	Ceramic	0.27000												
